A1,A2,A3,A4,A5,heat,time,15V,1A
25.68,25.1,25.59,25.88,25.2,0,3
25.78,25.2,25.59,26.17,25.39,0,9
25.68,25.1,25.68,26.46,25.68,0,15
25.68,25.1,25.68,26.46,25.78,0,51
25.68,25.2,25.59,26.07,25.49,0,89
25.68,25.2,25.68,27.15,25.59,0,125
25.68,25.1,25.68,26.46,25.68,0,164
25.68,25.2,25.68,27.15,25.68,0,203
25.68,25.29,25.68,27.15,25.59,0,241
25.68,25.2,25.68,27.15,25.49,0,280
25.68,25.2,25.59,26.07,25.2,0,318
25.68,25.2,25.68,27.15,25.39,0,357
25.68,25.2,25.68,27.15,25.29,0,395
25.68,25.2,25.59,26.07,25.49,0,434
25.68,25.29,25.68,27.15,25.49,0,473
25.68,25.2,25.59,26.07,25.29,0,510
25.78,25.29,25.68,27.15,25.59,0,549
25.59,25.2,25.68,26.76,25.29,0,587
25.88,25.2,25.68,27.15,25.49,0,626
25.68,25.29,25.68,27.15,25.59,0,664
25.68,25.2,25.59,26.07,25.68,0,703
25.78,25.2,25.68,27.15,25.59,0,742
25.78,25.2,25.68,27.15,25.39,0,780
25.78,25.2,25.68,27.15,25.2,0,819
25.59,25.2,25.68,26.76,25.49,0,857
25.68,25.2,25.68,27.15,25.68,0,896
25.68,25.1,25.68,26.46,25.68,0,933
25.68,25.2,25.68,27.15,25.49,0,972
25.68,25.2,25.59,26.07,25.29,0,1011
25.68,25.2,25.68,27.15,25.59,0,1050
25.68,25.2,25.68,27.15,25.49,0,1090
25.59,25.1,25.59,25.88,25.49,0,1129
25.68,25.2,25.59,26.07,25.68,0,1169
25.68,25.2,25.68,27.15,25.59,0,1209
25.68,25.1,25.68,26.46,25.59,0,1248
25.68,25.2,25.68,27.15,25.68,0,1288
25.59,25.29,25.68,27.15,25.59,0,1327
25.68,25.2,25.68,27.15,25.68,0,1367
25.68,25.2,25.68,27.15,25.49,0,1406
25.68,25.2,25.68,27.15,25.78,0,1445
25.68,25.2,25.68,27.15,25.68,0,1485
25.68,25.2,25.68,27.05,25.68,0,1524
25.68,25.2,25.68,27.05,25.68,0,1564
25.68,25.2,25.49,25.78,25.49,0,1604
25.68,25.2,25.68,27.05,25.68,0,1643
25.78,25.2,25.59,26.17,25.68,0,1683
25.68,25.2,25.68,27.05,25.59,0,1722
25.68,25.2,25.68,27.05,25.68,0,1762
25.59,25.2,25.68,26.76,25.39,0,1802
25.59,25.2,25.59,25.98,25.68,0,1841
25.68,25.1,25.59,25.88,25.59,0,1881
25.59,25.2,25.59,25.98,25.49,0,1920
25.49,25,25.59,25.78,25.68,0,1959
25.68,25.2,25.78,27.54,25.49,0,1998
25.68,25.2,25.68,27.05,25.68,0,2038
25.59,25.2,25.59,25.98,25.68,0,2078
25.68,25.1,25.68,26.46,25.68,0,2117
25.68,25.2,25.59,26.07,25.68,0,2157
25.68,25.1,25.59,25.88,25.59,0,2196
25.59,25,25.68,26.17,25.68,0,2236
25.68,25.1,25.68,26.46,25.68,0,2276
25.68,25.2,25.68,27.05,25.68,0,2315
25.68,25.2,25.68,27.05,25.88,0,2355
25.68,25.1,25.68,26.46,25.68,0,2394
25.68,25.1,25.68,26.46,25.78,0,2434
25.68,25.1,25.68,26.46,25.78,0,2473
25.68,25.2,25.68,27.05,25.68,0,2512
25.68,25.2,25.59,26.07,25.68,0,2552
25.68,25.1,25.68,26.46,25.68,0,2591
25.59,25.1,25.68,26.37,25.78,0,2631
25.78,25.2,25.59,26.17,25.68,0,2671
25.68,25.2,25.59,26.07,25.68,0,2710
25.59,25,25.68,26.17,25.78,0,2750
25.59,25.2,25.68,26.76,25.78,0,2789
25.68,25.2,25.59,26.07,25.78,0,2829
25.49,25.2,25.59,25.88,25.68,0,2869
25.68,25.2,25.68,27.05,25.68,0,2908
25.59,25,25.68,26.17,25.68,0,2948
25.59,25.1,25.68,26.37,25.68,0,2987
25.68,25.2,25.49,25.78,25.68,0,3026
25.68,25.2,25.68,27.05,25.68,0,3066
25.68,25.2,25.68,27.05,25.68,0,3105
25.68,25.1,25.39,25.68,25.78,0,3145
25.68,25.1,25.68,26.46,25.78,0,3184
25.68,25.2,25.59,26.07,25.68,0,3224
25.68,25.2,25.59,26.07,25.88,0,3263
25.59,25.29,25.59,26.17,25.88,0,3303
25.68,25.1,25.59,25.88,25.68,0,3343
25.59,25.2,25.49,25.78,25.78,0,3382
25.59,25.2,25.59,25.98,25.78,0,3422
25.59,25.2,25.49,25.78,25.68,0,3461
25.68,25.2,25.68,27.05,25.68,0,3501
25.68,25.2,25.49,25.78,25.78,0,3540
25.68,25.2,25.49,25.78,25.78,0,3579
25.78,25.2,25.59,26.17,25.68,0,3619
25.68,25.2,25.59,26.07,25.78,0,3658
25.68,25.2,25.59,26.07,25.68,0,3698
25.59,25.2,25.68,26.76,25.78,0,3738
25.59,25.2,25.68,26.76,25.88,0,3777
25.68,25.1,25.68,26.46,25.78,0,3817
25.59,25.1,25.59,25.88,26.07,0,3856
25.68,25.2,25.59,26.07,25.78,0,3896
25.78,25.2,25.78,27.54,25.68,0,3936
25.68,25.2,25.39,25.68,25.88,0,3975
25.68,25.1,25.68,26.46,25.98,0,4015
25.49,25.2,25.68,26.66,25.88,0,4054
25.78,25.2,25.59,26.17,25.68,0,4093
25.68,25.2,25.68,27.05,25.98,0,4133
25.68,25.2,25.68,27.05,25.78,0,4172
25.59,25.1,25.68,26.37,25.88,0,4212
25.68,25.2,25.68,27.05,25.68,0,4251
25.59,25.1,25.59,25.88,25.88,0,4291
25.68,25.2,25.68,27.05,25.68,0,4331
25.68,25.2,25.59,26.07,25.98,0,4370
25.68,25.2,25.59,26.07,25.98,0,4410
25.68,25.2,25.59,26.07,25.88,0,4449
25.49,25.2,25.59,25.88,25.98,0,4489
25.59,25.29,25.68,27.15,25.98,0,4528
25.59,25.2,25.59,25.98,25.78,0,4568
25.68,25.2,25.49,25.78,25.98,0,4608
25.39,25,25.68,26.17,26.07,0,4646
25.68,25.2,25.49,25.78,25.88,0,4686
25.68,25.2,25.59,26.07,25.78,0,4725
25.68,25.2,25.68,27.05,26.07,0,4765
25.68,25.1,25.68,26.46,25.78,0,4805
25.59,25.1,25.59,25.88,26.17,0,4844
25.68,25.2,25.68,27.05,25.88,0,4884
25.59,25.2,25.59,25.98,25.78,0,4923
25.59,25.2,25.68,26.76,25.88,0,4963
25.68,25.2,25.59,26.07,25.98,0,5003
25.59,25.2,25.49,25.78,26.07,0,5042
25.59,25.2,25.68,26.66,25.88,0,5082
25.68,25.2,25.68,27.05,25.88,0,5121
25.78,25.2,25.59,26.17,25.88,0,5160
25.68,25.1,25.59,25.88,26.07,0,5200
25.68,25.1,25.59,25.88,25.78,0,5239
25.59,25.2,25.59,25.98,26.07,0,5279
25.68,25.2,25.59,26.07,26.07,0,5318
25.78,25.2,25.59,26.17,25.98,0,5358
25.68,25.2,25.59,26.07,25.88,0,5398
25.59,25.2,25.68,26.66,26.07,0,5437
25.59,25.2,25.68,26.66,26.17,0,5477
25.59,25.2,25.59,25.98,25.98,0,5516
25.59,25.2,25.59,25.98,26.07,0,5556
25.59,25.2,25.49,25.78,26.17,0,5596
25.68,25.2,25.68,27.05,26.07,0,5635
25.59,25.2,25.59,25.98,26.17,0,5675
25.59,25.2,25.68,26.66,25.88,0,5713
25.59,25.2,25.49,25.78,26.17,0,5753
25.68,25.2,25.59,26.07,26.27,0,5792
25.59,25.2,25.49,25.78,26.17,0,5832
25.59,25.2,25.59,25.98,26.27,0,5872
25.59,25.29,25.68,27.15,26.27,0,5911
25.68,25.2,25.68,27.05,26.37,0,5951
25.68,25.29,25.59,26.17,26.37,0,5990
25.68,25.2,25.59,26.07,25.98,0,6030
25.59,25.2,25.49,25.78,26.46,0,6070
25.68,25.2,25.68,27.05,26.17,0,6109
25.68,25.2,25.39,25.68,26.17,0,6149
25.68,25.2,25.59,26.07,26.27,0,6188
25.49,25.1,25.59,25.88,26.17,0,6227
25.68,25.2,25.68,27.05,25.98,0,6267
25.68,25.2,25.68,27.05,25.98,0,6306
25.59,25.2,25.49,25.78,26.17,0,6346
25.68,25.2,25.49,25.78,26.17,0,6385
25.68,25.2,25.68,27.05,26.17,0,6425
25.49,25.2,25.39,25.68,26.17,0,6465
25.59,25.2,25.49,25.78,26.07,0,6504
25.68,25.2,25.59,26.07,26.27,0,6544
25.68,25.2,25.59,26.07,26.17,0,6583
25.68,25.2,25.59,26.07,26.27,0,6623
25.59,25.2,25.68,26.66,26.27,0,6663
25.59,25.2,25.68,26.66,26.37,0,6702
25.68,25.2,25.68,27.05,26.46,0,6742
25.68,25.2,25.68,27.05,26.37,0,6780
25.59,25.29,25.39,25.68,26.56,0,6820
25.68,25.1,25.59,25.88,26.17,0,6860
25.68,25.2,25.49,25.78,26.17,0,6899
25.59,25.2,25.39,25.68,26.17,0,6939
25.59,25.2,25.68,26.66,26.17,0,6978
25.68,25.2,25.49,25.78,26.17,0,7018
25.68,25.2,25.49,25.78,26.37,0,7057
25.59,25.1,25.59,25.88,26.27,0,7097
25.68,25.2,25.49,25.78,26.17,0,7137
25.68,25.1,25.59,25.88,26.37,0,7176
25.49,25.2,25.59,25.88,26.27,0,7216
25.39,25.1,25.68,26.27,26.46,0,7255
25.59,25.2,25.39,25.68,26.37,0,7294
25.68,25.2,25.49,25.78,26.17,0,7334
25.59,25.1,25.68,26.37,26.46,0,7373
25.59,25.2,25.49,25.78,26.37,0,7413
25.59,25.2,25.49,25.78,26.27,0,7452
25.59,25.2,25.49,25.78,26.37,0,7492
25.59,25.1,25.59,25.88,26.27,0,7532
25.59,25.1,25.59,25.88,26.46,0,7571
25.59,25.2,25.68,26.66,26.27,0,7611
25.59,25.2,25.59,25.98,26.27,0,7650
25.68,25.2,25.49,25.78,26.27,0,7690
25.39,25.29,25.49,25.78,26.17,0,7730
25.68,25.2,25.68,27.05,26.27,0,7769
25.68,25.2,25.59,26.07,26.46,0,7809
25.68,25.2,25.49,25.78,26.46,0,7847
25.59,25.2,25.49,25.78,26.66,0,7887
25.68,25.2,25.49,25.78,26.27,0,7927
25.49,25.1,25.39,25.68,26.46,0,7966
25.68,25.1,25.59,25.88,26.66,0,8006
25.49,25.1,25.59,25.88,26.56,0,8045
25.68,25.1,25.68,26.46,26.66,0,8085
25.68,25.1,25.49,25.68,26.56,0,8125
25.68,25.2,25.68,27.05,26.27,0,8164
25.49,25.2,25.49,25.68,26.46,0,8204
25.68,25.29,25.59,26.17,26.46,0,8243
25.59,25.2,25.29,25.68,26.46,0,8283
25.68,25.2,25.68,27.05,26.66,0,8322
25.68,25.2,25.59,26.07,26.56,0,8361
25.59,25.2,25.59,25.98,26.66,0,8401
25.68,25.2,25.49,25.78,26.56,0,8440
25.49,25.2,25.39,25.68,26.66,0,8480
25.59,25.2,25.68,26.66,26.66,0,8519
25.68,25.1,25.39,25.68,26.66,0,8559
25.68,25.1,25.59,25.88,26.56,0,8599
25.68,25.1,25.49,25.68,26.56,0,8638
25.68,25.2,25.59,26.07,26.56,0,8678
25.78,25.2,25.78,27.54,26.66,0,8717
25.68,25.2,25.68,27.05,26.66,0,8757
25.68,25.2,25.59,26.07,26.66,0,8797
