A1,A2,A3,A4,A5,heat,time,,,,,,,,
21,21,21.78,23.54,23.83,0,1138833,,,,,,,,
,,,,,,,,,,,,,,
21.09,21,21.87,23.24,23.93,0,1138876,,,,,,,,
,,,,,,,,,,,,,,
21,21,21.78,23.44,23.93,0,1138919,,,,,,,,
,,,,,,,,,,,,,,
21,21,21.78,23.44,23.93,0,1138961,,,,,,,,
,,,,,,,,,,,,,,
21,21,21.78,23.54,23.83,0,1139004,,,,,,,,
,,,,,,,,,,,,,,
21,21,21.78,23.34,23.83,0,1139047,,,,,,,,
,,,,,,,,,,,,,,
21,21.09,21.87,23.44,23.73,0,1139089,,,,,,,,
,,,,,,,,,,,,,,
21,21,21.78,23.34,24.02,0,1139132,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.8,21.78,23.54,24.22,0,1139174,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.78,23.34,23.93,0,1139217,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.8,21.78,23.44,23.93,0,1139260,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.78,23.44,24.02,0,1139302,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.78,23.34,23.93,0,1139345,,,,,,,,
,,,,,,,,,,,,,,
21,21,21.78,23.34,24.02,0,1139388,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.87,23.34,23.83,0,1139430,,,,,,,,
,,,,,,,,,,,,,,
21,21,21.87,23.54,23.93,0,1139473,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.78,23.44,24.02,0,1139516,,,,,,,,
,,,,,,,,,,,,,,
21.09,20.9,21.87,23.44,24.02,0,1139558,,,,,,,,
,,,,,,,,,,,,,,
21,20.8,21.78,23.54,23.83,0,1139601,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.78,23.34,23.83,0,1139643,,,,,,,,
,,,,,,,,,,,,,,
21,21,21.78,23.24,23.83,0,1139686,,,,,,,,
,,,,,,,,,,,,,,
21.09,20.9,21.87,23.34,24.02,0,1139729,,,,,,,,
,,,,,,,,,,,,,,
20.8,20.8,21.78,23.44,23.83,0,1139771,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.78,23.54,23.93,0,1139814,,,,,,,,
,,,,,,,,,,,,,,
20.8,21,21.78,23.54,24.02,0,1139857,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.78,23.34,23.73,0,1139899,,,,,,,,
,,,,,,,,,,,,,,
21,21.09,21.78,23.44,24.02,0,1139942,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.97,23.44,23.83,0,1139985,,,,,,,,
,,,,,,,,,,,,,,
21,21,21.87,23.34,23.93,0,1140027,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.78,23.34,24.02,0,1140070,,,,,,,,
,,,,,,,,,,,,,,
21.09,20.9,21.78,23.44,24.02,0,1140113,,,,,,,,
,,,,,,,,,,,,,,
21.19,20.8,21.78,23.24,24.02,0,1140155,,,,,,,,
,,,,,,,,,,,,,,
21.09,20.8,21.68,23.34,23.83,0,1140198,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.78,23.24,23.73,0,1140240,,,,,,,,
,,,,,,,,,,,,,,
21.09,20.9,21.78,23.44,23.83,0,1140283,,,,,,,,
,,,,,,,,,,,,,,
20.9,21,21.78,23.34,23.93,0,1140326,,,,,,,,
,,,,,,,,,,,,,,
20.9,21,21.78,23.34,23.93,0,1140368,,,,,,,,
,,,,,,,,,,,,,,
21,21.09,21.87,23.44,24.02,0,1140411,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.97,23.44,23.83,0,1140454,,,,,,,,
,,,,,,,,,,,,,,
20.9,21,21.78,23.34,23.93,0,1140496,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.97,23.24,23.93,0,1140539,,,,,,,,
,,,,,,,,,,,,,,
20.8,20.8,21.78,23.44,23.83,0,1140582,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.78,23.44,23.83,0,1140624,,,,,,,,
,,,,,,,,,,,,,,
21.09,20.8,21.78,23.44,23.73,0,1140667,,,,,,,,
,,,,,,,,,,,,,,
21,20.8,21.78,23.44,23.93,0,1140710,,,,,,,,
,,,,,,,,,,,,,,
21.09,21,21.78,23.34,23.93,0,1140752,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.78,23.24,23.93,0,1140795,,,,,,,,
,,,,,,,,,,,,,,
21.09,21,21.87,23.44,24.02,0,1140837,,,,,,,,
,,,,,,,,,,,,,,
20.9,21,21.87,23.44,24.02,0,1140880,,,,,,,,
,,,,,,,,,,,,,,
20.8,21,21.78,23.63,23.93,0,1140923,,,,,,,,
,,,,,,,,,,,,,,
20.9,21,21.78,23.54,24.02,0,1140965,,,,,,,,
,,,,,,,,,,,,,,
20.8,20.8,21.87,23.44,23.83,0,1141008,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.68,23.54,23.93,0,1141051,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.7,21.87,23.44,23.83,0,1141093,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.78,23.54,23.93,0,1141136,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.78,23.54,24.02,0,1141179,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.78,23.44,24.02,0,1141221,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.8,21.78,23.34,24.02,0,1141264,,,,,,,,
,,,,,,,,,,,,,,
20.8,21,21.78,23.34,23.83,0,1141306,,,,,,,,
,,,,,,,,,,,,,,
20.8,20.8,21.78,23.34,23.83,0,1141349,,,,,,,,
,,,,,,,,,,,,,,
21,20.8,21.87,23.24,23.83,0,1141392,,,,,,,,
,,,,,,,,,,,,,,
21.09,21.09,21.78,23.24,23.83,0,1141434,,,,,,,,
,,,,,,,,,,,,,,
21,21,21.87,23.34,23.93,0,1141477,,,,,,,,
,,,,,,,,,,,,,,
21.09,20.9,21.78,23.44,23.73,0,1141520,,,,,,,,
,,,,,,,,,,,,,,
21.19,21,21.78,23.54,24.02,0,1141562,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.78,23.44,23.83,0,1141605,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.78,23.34,23.93,0,1141648,,,,,,,,
,,,,,,,,,,,,,,
21.09,21,21.87,23.34,23.83,0,1141690,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.78,23.24,23.93,0,1141733,,,,,,,,
,,,,,,,,,,,,,,
21.09,21.09,21.87,23.34,23.73,0,1141776,,,,,,,,
,,,,,,,,,,,,,,
20.9,21.09,21.78,23.34,23.83,0,1141818,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.8,21.78,23.54,23.83,0,1141861,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.09,21.78,23.54,23.93,0,1141903,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.87,23.34,23.83,0,1141946,,,,,,,,
,,,,,,,,,,,,,,
21.09,21,21.78,23.24,23.73,0,1141989,,,,,,,,
,,,,,,,,,,,,,,
21.19,20.9,21.87,23.44,23.93,0,1142031,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.68,23.34,23.93,0,1142074,,,,,,,,
,,,,,,,,,,,,,,
21.09,21,21.78,23.54,23.93,0,1142117,,,,,,,,
,,,,,,,,,,,,,,
21.09,20.9,21.78,23.34,23.73,0,1142159,,,,,,,,
,,,,,,,,,,,,,,
20.9,21,21.78,23.54,23.93,0,1142202,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.87,23.34,23.73,0,1142245,,,,,,,,
,,,,,,,,,,,,,,
20.8,21,21.78,23.44,23.83,0,1142287,,,,,,,,
,,,,,,,,,,,,,,
20.9,21,21.78,23.24,23.73,0,1142330,,,,,,,,
,,,,,,,,,,,,,,
20.9,21,21.87,23.34,23.73,0,1142372,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.87,23.34,23.83,0,1142415,,,,,,,,
,,,,,,,,,,,,,,
21.09,20.9,21.78,23.24,23.63,0,1142458,,,,,,,,
,,,,,,,,,,,,,,
20.8,20.8,21.78,23.24,23.83,0,1142500,,,,,,,,
,,,,,,,,,,,,,,
20.9,21,21.78,23.34,23.93,0,1142543,,,,,,,,
,,,,,,,,,,,,,,
21.09,21,21.78,23.24,23.83,0,1142586,,,,,,,,
,,,,,,,,,,,,,,
21.09,21,21.97,23.44,23.93,0,1142628,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.87,23.54,24.02,0,1142671,,,,,,,,
,,,,,,,,,,,,,,
21.09,20.9,21.87,23.24,23.93,0,1142714,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.78,23.34,23.93,0,1142756,,,,,,,,
,,,,,,,,,,,,,,
20.9,21,21.87,23.34,23.83,0,1142799,,,,,,,,
,,,,,,,,,,,,,,
21.09,20.9,21.78,23.34,23.83,0,1142842,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.78,23.54,24.02,0,1142884,,,,,,,,
,,,,,,,,,,,,,,
21.09,21,21.78,23.44,23.93,0,1142927,,,,,,,,
,,,,,,,,,,,,,,
21,21.09,21.78,23.34,23.83,0,1142969,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.87,23.34,23.83,0,1143012,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.78,23.24,23.73,0,1143055,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.8,21.87,23.44,23.83,0,1143097,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.78,23.34,23.83,0,1143140,,,,,,,,
,,,,,,,,,,,,,,
21,21,21.97,23.34,23.93,0,1143183,,,,,,,,
,,,,,,,,,,,,,,
21,21,21.78,23.34,23.83,0,1143225,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.78,23.54,24.02,0,1143268,,,,,,,,
,,,,,,,,,,,,,,
21,21,21.87,23.34,23.93,0,1143311,,,,,,,,
,,,,,,,,,,,,,,
21.19,21,21.78,23.44,23.93,0,1143353,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.87,23.54,23.83,0,1143396,,,,,,,,
,,,,,,,,,,,,,,
21,20.8,21.87,23.44,23.93,0,1143439,,,,,,,,
,,,,,,,,,,,,,,
20.8,20.8,21.97,23.44,23.83,0,1143481,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.78,23.24,23.83,0,1143524,,,,,,,,
,,,,,,,,,,,,,,
21.09,20.9,21.78,23.34,23.83,0,1143566,,,,,,,,
,,,,,,,,,,,,,,
21.09,20.9,21.78,23.44,23.93,0,1143609,,,,,,,,
,,,,,,,,,,,,,,
21,21,21.87,23.44,23.83,0,1143652,,,,,,,,
,,,,,,,,,,,,,,
21.29,21,21.87,23.54,24.02,0,1143694,,,,,,,,
,,,,,,,,,,,,,,
20.9,21,21.87,23.54,23.83,0,1143737,,,,,,,,
,,,,,,,,,,,,,,
21,20.8,21.78,23.63,23.83,0,1143780,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.78,23.54,23.83,0,1143822,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.87,23.44,23.93,0,1143865,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.78,23.24,23.73,0,1143908,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.87,23.34,23.83,0,1143950,,,,,,,,
,,,,,,,,,,,,,,
20.8,21,21.78,23.34,23.93,0,1143993,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.87,23.44,23.73,0,1144035,,,,,,,,
,,,,,,,,,,,,,,
20.9,21,21.78,23.54,23.83,0,1144078,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.87,23.34,24.02,0,1144121,,,,,,,,
,,,,,,,,,,,,,,
20.9,21,21.97,23.44,23.83,0,1144163,,,,,,,,
,,,,,,,,,,,,,,
20.8,20.8,21.87,23.44,23.73,0,1144206,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.87,23.24,23.83,0,1144249,,,,,,,,
,,,,,,,,,,,,,,
21.09,21.09,21.87,23.34,23.83,0,1144291,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.97,23.34,23.93,0,1144334,,,,,,,,
,,,,,,,,,,,,,,
21,21,21.87,23.44,23.83,0,1144377,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.19,21.87,23.44,24.02,0,1144419,,,,,,,,
,,,,,,,,,,,,,,
20.8,21.19,21.87,23.54,23.93,0,1144462,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.39,22.27,23.73,24.22,0,1144505,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.48,22.17,23.73,24.12,0,1144547,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.17,23.63,24.22,0,1144590,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.29,22.27,23.63,24.12,0,1144632,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.39,22.17,23.73,24.12,0,1144675,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.17,23.73,24.22,0,1144718,,,,,,,,
,,,,,,,,,,,,,,
21.09,21.09,21.87,23.54,23.93,0,1144760,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.51,21.29,22.75,23.34,0,1144803,,,,,,,,
,,,,,,,,,,,,,,
20.8,20.9,21.78,23.34,23.63,0,1144846,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.78,23.34,23.83,0,1144888,,,,,,,,
,,,,,,,,,,,,,,
20.8,21,21.78,23.44,23.83,0,1144931,,,,,,,,
,,,,,,,,,,,,,,
20.9,21,21.78,23.24,23.73,0,1144974,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.78,23.34,23.63,0,1145016,,,,,,,,
,,,,,,,,,,,,,,
21,21,21.78,23.34,23.73,0,1145059,,,,,,,,
,,,,,,,,,,,,,,
21,20.8,21.78,23.34,23.73,0,1145101,,,,,,,,
,,,,,,,,,,,,,,
21.09,21,21.78,23.44,23.93,0,1145144,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,22.07,23.73,23.73,0,1145187,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.8,21.78,23.54,23.83,0,1145229,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.87,23.34,23.83,0,1145272,,,,,,,,
,,,,,,,,,,,,,,
20.8,21,21.87,23.34,23.83,0,1145315,,,,,,,,
,,,,,,,,,,,,,,
21.09,21,21.87,23.63,23.93,0,1145357,,,,,,,,
,,,,,,,,,,,,,,
21.09,21,21.87,23.54,23.93,0,1145400,,,,,,,,
,,,,,,,,,,,,,,
20.8,20.8,21.78,23.34,23.73,0,1145443,,,,,,,,
,,,,,,,,,,,,,,
20.9,20.9,21.87,23.54,23.83,0,1145485,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.19,21.87,23.34,23.73,0,1145528,,,,,,,,
,,,,,,,,,,,,,,
21.19,21,21.78,23.44,23.83,0,1145571,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.09,21.87,23.34,23.93,0,1145613,,,,,,,,
,,,,,,,,,,,,,,
21,20.9,21.78,23.54,23.73,0,1145656,,,,,,,,
,,,,,,,,,,,,,,
21.09,21,21.87,23.34,23.83,0,1145698,,,,,,,,
,,,,,,,,,,,,,,
21.19,21,21.78,23.34,23.83,0,1145741,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.09,21.87,23.63,23.83,0,1145784,,,,,,,,
,,,,,,,,,,,,,,
21.19,21,21.78,23.44,23.83,0,1145826,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.29,21.97,23.44,23.93,0,1145869,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.29,21.78,23.34,24.02,0,1145912,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.19,21.97,23.54,23.73,0,1145954,,,,,,,,
,,,,,,,,,,,,,,
21.09,21.09,22.07,23.63,24.02,0,1145997,,,,,,,,
,,,,,,,,,,,,,,
21,21.19,21.97,23.44,23.73,0,1146040,,,,,,,,
,,,,,,,,,,,,,,
21,21.09,21.97,23.63,23.83,0,1146082,,,,,,,,
,,,,,,,,,,,,,,
21.19,21,22.07,23.63,23.93,0,1146125,,,,,,,,
,,,,,,,,,,,,,,
21.09,21.09,21.97,23.44,23.73,0,1146168,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.19,21.97,23.54,24.12,0,1146210,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.19,21.78,23.54,23.93,0,1146253,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.29,21.97,23.44,23.93,0,1146295,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.09,21.78,23.54,23.73,0,1146338,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.29,21.97,23.44,24.02,0,1146381,,,,,,,,
,,,,,,,,,,,,,,
21.09,21.19,22.07,23.54,23.83,0,1146423,,,,,,,,
,,,,,,,,,,,,,,
21,21,22.17,23.54,23.93,0,1146466,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.09,22.17,23.44,23.93,0,1146509,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.09,21.97,23.54,23.83,0,1146551,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.09,21.97,23.54,23.93,0,1146594,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.19,21.97,23.54,23.93,0,1146637,,,,,,,,
,,,,,,,,,,,,,,
21.09,21.09,21.97,23.63,23.93,0,1146679,,,,,,,,
,,,,,,,,,,,,,,
21.19,21,22.27,23.63,23.93,0,1146722,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.19,21.97,23.44,23.93,0,1146764,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.09,21.97,23.63,23.83,0,1146807,,,,,,,,
,,,,,,,,,,,,,,
21,21.29,22.07,23.54,23.83,0,1146850,,,,,,,,
,,,,,,,,,,,,,,
21.09,21,22.07,23.44,23.93,0,1146892,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.19,22.17,23.63,23.83,0,1146935,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.19,22.17,23.73,23.93,0,1146978,,,,,,,,
,,,,,,,,,,,,,,
21.09,21.19,22.07,23.54,24.12,0,1147020,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.09,22.07,23.54,23.73,0,1147063,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.19,22.17,23.63,23.93,0,1147106,,,,,,,,
,,,,,,,,,,,,,,
21.09,21.29,22.07,23.63,23.93,0,1147148,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.19,21.87,23.54,23.83,0,1147191,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.29,21.97,23.63,23.93,0,1147234,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.09,22.07,23.44,23.93,0,1147276,,,,,,,,
,,,,,,,,,,,,,,
21,21.19,22.07,23.63,24.02,0,1147319,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.09,22.17,23.54,23.73,0,1147361,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.29,22.17,23.63,23.93,0,1147404,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.29,22.07,23.54,23.83,0,1147447,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.19,22.07,23.63,23.83,0,1147489,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.19,22.17,23.54,23.73,0,1147532,,,,,,,,
,,,,,,,,,,,,,,
21.09,21.29,21.97,23.63,23.93,0,1147575,,,,,,,,
,,,,,,,,,,,,,,
21.29,21,22.07,23.73,24.02,0,1147617,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.19,21.97,23.44,23.83,0,1147660,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.09,22.07,23.44,23.93,0,1147703,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.07,23.63,24.02,0,1147745,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.19,22.07,23.44,23.93,0,1147788,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,21.97,23.54,24.02,0,1147830,,,,,,,,
,,,,,,,,,,,,,,
21.09,21.19,22.07,23.54,23.83,0,1147873,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.29,22.17,23.63,23.93,0,1147916,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.09,21.97,23.34,23.83,0,1147958,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.19,21.97,23.54,23.73,0,1148001,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.07,23.54,23.83,0,1148044,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.19,22.17,23.63,23.93,0,1148086,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.17,23.54,24.02,0,1148129,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.19,22.17,23.63,24.12,0,1148172,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.19,22.07,23.63,23.83,0,1148214,,,,,,,,
,,,,,,,,,,,,,,
21.39,21.29,22.07,23.54,23.93,0,1148257,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.07,23.44,23.93,0,1148300,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.17,23.44,23.93,0,1148342,,,,,,,,
,,,,,,,,,,,,,,
21.39,21.29,22.17,23.54,24.02,0,1148385,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.17,23.54,23.73,0,1148427,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.17,23.54,23.93,0,1148470,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.19,22.17,23.54,23.93,0,1148513,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.63,23.93,0,1148555,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.19,22.07,23.63,23.83,0,1148598,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.39,22.07,23.44,24.02,0,1148641,,,,,,,,
,,,,,,,,,,,,,,
21.19,21.29,22.17,23.54,23.93,0,1148683,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.07,23.73,24.12,0,1148726,,,,,,,,
,,,,,,,,,,,,,,
21.39,21.29,22.27,23.54,24.02,0,1148769,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.07,23.73,24.02,0,1148811,,,,,,,,
,,,,,,,,,,,,,,
21.39,21.29,22.27,23.63,23.93,0,1148854,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.39,22.17,23.73,23.93,0,1148897,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.17,23.73,24.02,0,1148939,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.63,23.93,0,1148982,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.17,23.73,23.93,0,1149024,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,21.87,23.63,24.02,0,1149067,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.17,23.54,24.22,0,1149110,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.54,24.02,0,1149152,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.44,23.93,0,1149195,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.73,24.02,0,1149238,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,21.97,23.73,23.83,0,1149280,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.39,22.17,23.73,24.02,0,1149323,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.17,23.73,23.93,0,1149366,,,,,,,,
,,,,,,,,,,,,,,
21.39,21.29,22.27,23.63,24.02,0,1149408,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.63,24.02,0,1149451,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.54,23.93,0,1149493,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.19,22.27,23.73,23.93,0,1149536,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.73,23.93,0,1149579,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.17,23.63,24.12,0,1149621,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.39,22.17,23.63,24.02,0,1149664,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.19,22.27,23.73,23.93,0,1149707,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.73,23.93,0,1149749,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.19,22.17,23.54,23.93,0,1149792,,,,,,,,
,,,,,,,,,,,,,,
21.39,21.29,22.17,23.63,23.83,17,,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.73,23.93,0,1155250,,,,,,,,
,,,,,,,,,,,,,,
21.29,2.39,21.29,22.27,23.63,23.93,0,1155165,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.73,23.83,0,1155207,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.73,23.93,0,1155250,,,,,,,,
,,,,,,,,,,,,,,
21.29,2139,21.29,22.27,23.63,23.93,0,1155165,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.73,23.83,0,1155207,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.73,23.93,0,1155250,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.73,23.93,0,1155293,,,,,,,,
,,,,,,,,,,,,,,
21.39,21.29,22.27,23.73,23.93,0,1155335,,,,,,,,
,,,,,,,,,,,,,,
21.39,21.29,22.17,23.54,23.83,0,1155378,,,,,,,,
,,,,,,,,,,,,,,
21.48,21.29,22.27,23.83,23.83,0,1155421,,,,,,,,
,,,,,,,,,,,,,,
21.39,21.39,22.27,23.73,24.02,0,1155463,,,,,,,,
,,,,,,,,,,,,,,
21.39,21.29,22.17,23.63,23.93,0,1155506,,,,,,,,
,,,,,,,,,,,,,,
21.58,21.29,22.27,23.63,23.93,0,1155548,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.39,22.17,23.83,23.83,0,1155591,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.07,23.54,23.63,0,1155634,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.17,23.73,23.83,0,1155676,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.07,23.73,23.73,0,1155719,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.73,23.93,0,1155762,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.36,23.73,23.93,0,1155804,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.63,23.93,0,1155847,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.44,23.83,0,1155890,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.54,23.83,0,1155932,,,,,,,,
,,,,,,,,,,,,,,
21.58,21.29,22.17,23.54,23.73,0,1155975,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.19,22.27,23.54,23.93,0,1156017,,,,,,,,
,,,,,,,,,,,,,,
21.39,21.29,22.07,23.54,23.83,0,1156060,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.27,23.73,23.83,0,1156103,,,,,,,,
,,,,,,,,,,,,,,
21.48,21.29,22.17,23.63,23.83,0,1156145,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.17,23.73,23.83,0,1156188,,,,,,,,
,,,,,,,,,,,,,,
21.29,21.29,22.17,23.63,23.93,0,1156231,,,,,,,,
,,,,,,,,,,,,,,
21.39,21.29,22.07,23.73,23.93,0,1156273,,,,,,,,
