A1,A2,A3,A4,A5,heat,time,,,,,,,,
20.41,20.31,21.39,22.75,23.05,0,511199,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.66,0,511240,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.95,0,511282,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.41,21.4,,,,,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.56,22.75,0,516856,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.46,22.7.66,22.56,0,516772,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.66,0,516814,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.56,22.75,0,516856,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.46,22.75,0,516897,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.46,0,516939,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.66,22.66,0,516981,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.56,22.66,0,517022,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.31,21.29,22.75,22.75,0,517064,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.66,0,517105,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.75,22.75,0,517147,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.46,22.66,0,517189,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.75,0,517230,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.41,21.29,22.56,22.66,0,517272,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.19,22.66,22.75,0,517314,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.56,22.66,0,517355,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.56,22.75,0,517397,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.66,0,517438,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.66,0,517480,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.75,22.66,0,517522,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.75,22.66,0,517563,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.46,22.75,0,517605,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.66,22.56,0,517647,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.66,22.56,0,517688,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.39,22.56,22.75,0,517730,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.46,22.56,0,517771,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.75,22.56,0,517813,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.39,22.66,22.75,0,517855,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.66,0,517896,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.66,22.56,0,517938,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.31,21.29,22.66,22.66,0,517980,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.56,22.66,0,518021,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.39,22.66,22.75,0,518063,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.66,0,518104,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.75,22.56,0,518146,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.66,0,518188,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.19,22.66,22.85,0,518228,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.41,21.29,22.66,22.66,0,518270,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.39,22.75,22.75,0,518312,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.66,22.66,0,518353,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.66,22.66,0,518395,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.46,22.75,0,518436,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.75,0,518478,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.46,22.56,0,518520,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.39,22.75,22.56,0,518561,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.56,22.56,0,518603,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.66,22.66,0,518645,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.56,0,518686,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.66,0,518728,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.46,22.56,0,518769,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.41,21.29,22.75,22.66,0,518811,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.39,22.66,22.56,0,518853,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.39,22.66,22.56,0,518894,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.56,22.75,0,518936,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.66,0,518978,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.75,22.66,0,519019,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.75,22.66,0,519061,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.29,22.66,22.56,0,519102,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.46,22.56,0,519144,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.75,0,519186,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.39,22.56,22.66,0,519227,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.19,22.56,22.56,0,519269,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.66,22.56,0,519311,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.66,0,519352,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.66,22.56,0,519394,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.19,22.66,22.56,0,519435,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.75,22.66,0,519477,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.46,0,519519,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.46,22.56,0,519560,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.75,22.56,0,519602,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.75,22.66,0,519644,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.66,0,519685,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.39,22.75,22.56,0,519727,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.46,22.56,0,519768,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.56,0,519810,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.56,0,519852,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.39,22.85,22.56,0,519892,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.75,0,519934,,,,,,,,
,,,,,,,,,,,,,,
20.7,20.31,21.29,22.66,22.75,0,519976,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.56,22.66,0,520017,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.19,22.56,22.56,0,520059,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.56,22.56,0,520100,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.21,21.29,22.66,22.56,0,520142,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.66,22.56,0,520184,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.66,22.36,0,520225,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.36,22.36,0,520267,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.66,0,520309,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.75,0,520350,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.75,0,520392,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.75,0,520433,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.56,0,520475,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.31,21.29,22.66,22.75,0,520517,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.75,22.56,0,520558,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.66,0,520600,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.41,21.29,22.66,22.66,0,520642,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.46,0,520683,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.39,22.56,22.66,0,520725,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.66,0,520766,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.75,22.56,0,520808,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.31,21.29,22.66,22.66,0,520850,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.75,22.56,0,520891,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.66,0,520933,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.56,0,520975,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.46,22.46,0,521016,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.75,22.56,0,521058,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.56,22.66,0,521099,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.41,21.29,22.75,22.75,0,521141,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.75,22.56,0,521183,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.66,0,521224,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.46,22.56,0,521266,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.31,21.29,22.56,22.66,0,521308,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.66,0,521349,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.85,22.46,0,521391,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.66,22.46,0,521432,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.75,22.36,0,521474,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.56,0,521516,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.75,22.66,0,521556,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.41,21.29,22.56,22.56,0,521598,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.56,0,521640,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.66,22.75,0,521681,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.46,22.56,0,521723,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.51,21.29,22.75,22.56,0,521764,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.56,22.56,0,521806,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.56,22.75,0,521848,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.66,22.56,0,521889,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.56,0,521931,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.36,22.66,0,521973,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.75,0,522014,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.56,0,522056,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.41,21.39,22.75,22.46,0,522097,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.41,21.29,22.75,22.66,0,522139,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.75,22.66,0,522181,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.56,22.56,0,522222,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.56,0,522264,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.66,22.66,0,522306,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.75,22.56,0,522347,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.75,22.75,0,522389,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.41,21.39,22.66,22.75,0,522430,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.41,21.29,22.66,22.56,0,522472,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.66,0,522514,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.75,22.66,0,522555,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.46,22.56,0,522597,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.31,21.29,22.56,22.46,0,522639,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.41,21.39,22.66,22.66,0,522680,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.46,0,522722,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.66,0,522763,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.56,0,522805,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.46,22.36,0,522847,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.56,22.46,0,522888,,,,,,,,
,,,,,,,,,,,,,,
20.7,20.31,21.29,22.75,22.66,0,522930,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.46,0,522972,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.75,22.56,0,523013,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.46,0,523055,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.56,0,523096,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.41,21.29,22.66,22.66,0,523138,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.41,21.29,22.66,22.56,0,523180,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.31,21.29,22.56,22.66,0,523220,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.41,21.39,22.85,22.46,0,523262,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.66,22.56,0,523304,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.39,22.75,22.56,0,523345,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.46,0,523387,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.41,21.39,22.75,22.66,0,523428,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.56,22.56,0,523470,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.75,22.66,0,523512,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.56,22.56,0,523553,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.66,22.56,0,523595,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.39,22.75,22.66,0,523637,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.39,22.66,22.66,0,523678,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.56,22.56,0,523720,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.56,0,523761,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.36,22.56,0,523803,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.75,0,523845,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.39,22.66,22.46,0,523886,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.75,0,523928,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.46,22.56,0,523970,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.75,22.56,0,524011,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.46,22.56,0,524053,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.66,0,524094,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.75,22.56,0,524136,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.66,22.66,0,524178,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.75,22.66,0,524219,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.19,22.75,22.56,0,524261,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.56,0,524303,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.46,0,524344,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.75,22.56,0,524386,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.46,22.46,0,524427,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.36,22.46,0,524469,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.31,21.29,22.56,22.66,0,524511,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.75,22.66,0,524552,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.39,22.75,22.56,0,524594,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.39,22.66,22.56,0,524636,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.21,21.29,22.75,22.66,0,524677,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.46,0,524719,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.46,0,524760,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.75,22.56,0,524802,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.46,22.56,0,524844,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.39,22.75,22.46,0,524884,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.56,22.56,0,524926,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.31,21.19,22.66,22.66,0,524968,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.36,0,525009,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.56,22.46,0,525051,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.66,22.46,0,525092,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.46,22.56,0,525134,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.56,0,525176,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.31,21.29,22.75,22.66,0,525217,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.56,22.46,0,525259,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.75,22.56,0,525301,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.39,22.66,22.66,0,525342,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.39,22.56,22.46,0,525384,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.46,22.56,0,525425,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.19,22.56,22.36,0,525467,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.46,0,525509,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.56,22.36,0,525550,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.56,22.56,0,525592,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.39,22.66,22.56,0,525634,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.39,22.66,22.46,0,525675,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.31,21.29,22.75,22.66,0,525717,,,,,,,,
,,,,,,,,,,,,,,
20.7,20.31,21.29,22.66,22.56,0,525758,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.46,22.46,0,525800,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.36,0,525842,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.48,22.75,22.66,0,525883,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.56,22.46,0,525925,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.46,0,525967,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.66,22.56,0,526008,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.46,0,526050,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.31,21.29,22.56,22.75,0,526091,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.41,21.29,22.66,22.56,0,526133,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.46,22.46,0,526175,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.46,22.56,0,526216,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.66,22.46,0,526258,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.31,21.29,22.75,22.56,0,526300,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.46,22.46,0,526341,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.46,0,526383,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.46,0,526424,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.39,22.46,22.46,0,526466,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.39,22.66,22.56,0,526508,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.21,21.29,22.75,22.56,0,526548,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.31,21.39,22.75,22.56,0,526590,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.51,21.29,22.66,22.46,0,526632,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.56,22.46,0,526673,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.75,22.56,0,526715,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.56,0,526756,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.75,22.46,0,526798,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.31,21.29,22.56,22.66,0,526840,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.41,21.29,22.66,22.46,0,526881,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.41,21.29,22.66,22.36,0,526923,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.66,0,526965,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.29,22.66,22.36,0,527006,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.66,22.36,0,527048,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.56,0,527089,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.41,21.29,22.66,22.46,0,527131,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.41,21.29,22.56,22.56,0,527173,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.66,0,527214,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.46,0,527256,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.39,22.66,22.66,0,527298,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.41,21.39,22.75,22.66,0,527339,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.19,22.66,22.46,0,527381,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.75,22.66,0,527422,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.31,21.29,22.66,22.56,0,527464,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.46,0,527506,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.41,21.29,22.66,22.46,0,527547,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.46,0,527589,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.39,22.56,22.66,0,527631,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.41,21.29,22.66,22.66,0,527672,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.39,22.75,22.56,0,527714,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.66,0,527755,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.56,0,527797,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.46,22.46,0,527839,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.75,22.56,0,527880,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.41,21.39,22.56,22.46,0,527922,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.39,22.75,22.75,0,527964,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.39,22.66,22.56,0,528005,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.41,21.29,22.75,22.66,0,528047,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.39,22.56,22.56,0,528088,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.66,0,528130,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.41,21.39,22.56,22.56,0,528172,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.29,22.56,22.46,0,528212,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.75,22.36,0,528254,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.41,21.29,22.36,22.56,0,528296,,,,,,,,
,,,,,,,,,,,,,,
20.31,20.31,21.39,22.75,22.27,0,528337,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.75,22.66,0,528379,,,,,,,,
,,,,,,,,,,,,,,
20.61,20.41,21.29,22.75,22.46,0,528420,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.19,22.46,22.56,0,528462,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.66,22.56,0,528504,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.75,22.46,0,528545,,,,,,,,
,,,,,,,,,,,,,,
20.51,20.31,21.29,22.66,22.56,0,528587,,,,,,,,
,,,,,,,,,,,,,,
20.41,20.31,21.29,22.56,22.46,0,528629,,,,,,,,
,,,,,,,,,,,,,,
