A1,A2,A3,A4,A5,time
23.24,23.24,23.83,23.93,23.34,22863
23.24,23.24,23.83,23.83,23.24,22901
23.24,23.24,23.83,23.93,23.24,22940
23.34,23.24,23.83,23.93,23.24,22978
23.24,23.34,23.93,23.93,23.24,23017
23.34,23.24,23.73,23.93,23.34,23055
23.24,23.24,23.73,23.93,23.14,23094
23.34,23.24,24.02,24.12,23.24,23133
23.24,23.24,23.83,23.93,23.34,23171
23.24,23.24,23.83,23.83,23.34,23209
23.24,23.24,23.73,23.93,23.24,23247
23.14,23.24,23.73,23.93,23.34,23286
23.34,23.24,23.83,24.12,23.44,23325
23.44,23.34,23.83,23.93,23.34,23363
23.34,23.24,23.73,23.73,23.24,23402
23.24,23.34,23.73,23.83,23.34,23440
23.24,23.34,23.73,23.93,23.24,23479
23.24,23.24,23.73,23.83,23.34,23517
23.34,23.34,23.83,23.93,23.34,23556
23.24,23.24,23.93,24.02,23.24,23595
23.44,23.34,23.83,23.83,23.44,23632
23.34,23.24,23.93,23.83,23.24,23671
23.24,23.24,23.73,23.93,23.24,23709
23.44,23.34,23.83,24.02,23.24,23748
23.24,23.34,23.73,24.02,23.24,23786
23.34,23.34,23.83,23.93,23.24,23825
23.44,23.44,23.93,23.93,23.24,23864
23.34,23.34,23.73,24.02,23.24,23902
23.24,23.24,23.83,24.12,23.34,23941
23.24,23.34,23.83,23.93,23.24,23979
23.24,23.24,23.83,23.73,23.34,24017
23.34,23.34,23.83,24.02,23.24,24056
23.24,23.34,23.93,23.93,23.24,24094
23.44,23.44,23.73,24.22,23.24,24133
23.34,23.24,23.83,24.02,23.34,24171
23.24,23.24,23.73,23.93,23.24,24210
23.44,23.24,23.93,24.02,23.24,24248
23.24,23.34,23.73,24.12,23.24,24287
23.34,23.24,23.93,24.02,23.24,24326
23.44,23.24,24.02,24.02,23.34,24364
23.34,23.34,23.93,23.83,23.24,24402
23.34,23.24,23.83,23.93,23.34,24440
23.24,23.24,23.73,24.02,23.24,24479
23.24,23.34,23.73,23.93,23.24,24517
23.24,23.24,23.83,24.12,23.34,24556
23.24,23.24,23.73,23.73,23.34,24595
23.24,23.24,23.73,24.02,23.34,24633
23.34,23.14,23.73,24.12,23.34,24672
23.34,23.34,23.73,23.93,23.24,24710
23.34,23.34,23.83,24.12,23.34,24749
23.24,23.34,23.83,23.93,23.24,24787
23.24,23.34,23.73,24.02,23.24,24825
23.34,23.24,23.83,24.12,23.24,24864
23.44,23.24,23.73,23.83,23.24,24902
23.24,23.34,23.83,23.93,23.24,24941
23.24,23.24,23.73,24.02,23.44,24979
23.34,23.24,23.73,23.83,23.34,25018
23.44,23.34,23.73,24.22,23.44,25057
23.24,23.24,23.73,23.93,23.24,25095
23.24,23.24,23.73,24.02,23.24,25134
23.34,23.24,23.73,23.93,23.34,25171
23.44,23.24,23.73,23.73,23.24,25210
23.44,23.24,23.93,23.93,23.34,25248
23.24,23.24,23.83,24.02,23.24,25287
23.24,23.34,23.73,23.83,23.34,25326
23.34,23.24,23.73,24.02,23.24,25364
23.34,23.34,23.73,24.12,23.34,25403
23.24,23.24,23.73,24.12,23.34,25441
23.24,23.34,23.83,24.02,23.34,25480
23.24,23.24,23.73,23.93,23.24,25518
23.34,23.24,23.83,23.83,23.34,25556
23.34,23.34,23.73,24.02,23.24,25595
23.24,23.14,23.83,24.02,23.24,25633
23.34,23.34,23.93,23.93,23.44,25672
23.34,23.34,23.83,23.83,23.24,25710
23.24,23.24,23.93,23.83,23.24,25749
23.24,23.24,23.73,23.93,23.34,25788
23.24,23.24,23.73,23.93,23.24,25826
23.44,23.24,23.73,24.02,23.24,25865
23.24,23.24,23.83,23.93,23.24,25903
23.24,23.24,23.73,23.93,23.34,25942
23.34,23.24,23.73,24.12,23.34,25979
23.14,23.24,23.73,23.83,23.34,26018
23.24,23.34,23.73,23.93,23.44,26057
23.24,23.24,23.73,24.02,23.34,26095
23.24,23.24,23.83,23.83,23.24,26134
23.24,23.44,23.83,23.93,23.44,26172
23.24,23.24,23.93,24.02,23.24,26211
23.24,23.24,23.83,24.02,23.14,26249
23.14,23.24,24.02,23.93,23.24,26288
23.24,23.14,23.83,23.73,23.24,26327
23.34,23.24,23.83,23.93,23.24,26364
23.24,23.14,23.73,23.83,23.24,26403
23.24,23.24,23.73,23.83,23.24,26441
23.24,23.24,23.83,23.93,23.34,26480
23.24,23.24,23.73,23.93,23.24,26519
23.34,23.24,23.73,23.83,23.14,26557
23.24,23.34,23.83,24.02,23.24,26596
23.24,23.24,23.73,23.73,23.34,26634
23.34,23.34,23.73,23.83,23.14,26673
23.14,23.24,23.73,23.93,23.24,26711
23.24,23.14,23.73,23.93,23.24,26749
23.24,23.24,23.73,24.02,23.34,26788
23.24,23.24,23.83,23.73,23.34,26826
23.24,23.24,23.83,24.02,23.24,26865
23.24,23.34,23.73,24.02,23.34,26903
23.24,23.24,23.83,24.02,23.24,26942
23.34,23.34,23.73,24.12,23.34,26980
23.24,23.24,23.73,23.73,23.34,27019
23.24,23.24,23.83,23.93,23.34,27058
23.24,23.34,23.73,23.93,23.34,27096
23.24,23.34,23.83,23.83,23.34,27134
23.24,23.24,23.83,23.93,23.24,27172
23.24,23.24,23.83,23.83,23.34,27211
23.44,23.24,23.73,23.83,23.44,27250
23.24,23.34,23.83,23.93,23.34,27288
23.24,23.24,23.73,24.12,23.34,27327
23.24,23.34,23.73,24.02,23.24,27365
23.24,23.34,23.83,23.83,23.14,27404
23.24,23.24,23.73,23.93,23.24,27442
23.34,23.24,23.83,23.93,23.24,27481
23.24,23.24,23.83,23.83,23.24,27520
23.34,23.24,23.93,24.02,23.24,27557
23.24,23.24,23.73,24.12,23.24,27596
23.14,23.24,23.83,23.93,23.24,27634
23.34,23.24,23.83,23.93,23.24,27673
23.34,23.24,23.93,24.02,23.24,27711
23.34,23.34,23.73,23.93,23.24,27750
23.24,23.34,23.83,23.93,23.34,27789
23.24,23.34,23.73,23.93,23.24,27827
23.24,23.34,23.83,24.02,23.44,27866
23.24,23.24,23.73,24.02,23.24,27904
23.24,23.24,23.83,23.93,23.24,27942
23.34,23.24,23.73,24.22,23.34,27980
23.24,23.34,23.73,23.93,23.24,28019
23.44,23.24,23.83,23.83,23.24,28058
23.24,23.24,23.83,24.22,23.34,28096
23.24,23.24,23.73,23.93,23.34,28135
23.24,23.24,23.83,24.22,23.24,28173
23.34,23.24,23.73,23.93,23.34,28212
23.24,23.24,23.73,23.93,23.24,28251
23.34,23.24,23.73,24.12,23.24,28289
23.24,23.34,23.73,23.93,23.34,28327
23.24,23.34,23.83,23.93,23.34,28365
23.24,23.34,23.73,24.02,23.24,28404
23.24,23.24,23.93,23.93,23.34,28442
23.63,23.24,23.83,23.93,23.34,28481
23.34,23.24,23.83,24.12,23.24,28520
23.24,23.34,23.73,24.12,23.34,28558
23.24,23.24,23.73,24.12,23.24,28597
23.34,23.24,23.73,24.02,23.24,28635
23.44,23.34,23.83,24.22,23.34,28674
23.24,23.34,23.73,24.02,23.34,28711
23.24,23.24,23.73,23.93,23.34,28750
23.34,23.24,23.73,24.12,23.24,28789
23.24,23.24,23.73,24.02,23.24,28827
23.34,23.24,23.83,24.02,23.24,28866
23.44,23.24,23.83,24.02,23.34,28904
23.24,23.24,23.73,24.02,23.44,28943
23.44,23.34,23.83,24.12,23.34,28982
23.24,23.24,23.73,23.93,23.24,29020
23.34,23.24,23.73,23.93,23.24,29059
23.34,23.24,23.73,24.12,23.24,29096
23.24,23.24,23.73,23.93,23.54,29135
23.54,23.54,23.83,24.02,23.44,29173
23.34,23.24,23.83,23.93,23.24,29212
23.34,23.34,23.73,23.93,23.44,29251
23.54,23.24,23.73,24.12,23.34,29289
23.24,23.34,23.73,23.93,23.34,29328
23.34,23.24,23.93,23.93,23.34,29366
23.24,23.34,23.73,24.22,23.34,29405
23.34,23.24,23.83,23.83,23.34,29443
23.54,23.34,23.73,24.02,23.24,29481
23.24,23.44,23.73,24.02,23.34,29520
23.63,23.24,23.73,23.93,23.24,29558
23.54,23.24,23.83,24.02,23.24,29597
23.24,23.34,23.73,24.12,23.24,29635
23.34,23.34,23.73,24.12,23.34,29674
23.34,23.34,23.73,23.93,23.44,29713
23.34,23.34,23.83,23.93,23.44,29751
23.44,23.34,23.83,23.93,23.44,29790
23.44,23.34,23.73,24.12,23.24,29828
23.44,23.34,23.83,24.02,23.24,29867
23.34,23.34,23.83,24.12,23.44,29904
23.34,23.34,23.73,23.93,23.24,29943
23.34,23.44,23.73,23.93,23.44,29982
23.34,23.34,23.93,24.02,23.54,30020
23.44,23.34,23.83,23.93,23.34,30059
23.34,23.44,23.83,24.12,23.34,30097
23.34,23.44,23.93,23.93,23.44,30136
23.44,23.24,23.73,23.93,23.44,30174
23.44,23.34,23.93,24.12,23.34,30213
23.24,23.24,23.73,24.12,23.34,30252
23.24,23.44,23.73,24.02,23.44,30289
23.54,23.44,23.73,24.12,23.24,30328
23.34,23.24,23.73,24.02,23.44,30366
23.54,23.24,23.73,24.12,23.24,30405
23.44,23.44,23.83,24.12,23.24,30443
23.54,23.34,23.83,24.02,23.24,30482
23.54,23.44,23.93,23.93,23.34,30521
23.44,23.44,23.73,23.93,23.44,30559
23.54,23.34,23.83,24.12,23.34,30598
23.54,23.24,23.83,23.93,23.24,30636
23.34,23.34,23.73,23.93,23.44,30674
23.24,23.34,23.83,24.02,23.34,30713
23.24,23.54,23.73,24.12,23.54,30751
23.24,23.54,23.83,24.12,23.54,30790
23.44,23.24,23.73,23.83,23.44,30828
23.34,23.24,23.73,23.93,23.34,30867
23.54,23.44,23.83,23.93,23.34,30905
23.24,23.34,23.83,23.93,23.34,30944
23.24,23.54,23.73,24.02,23.44,30983
23.34,23.24,23.83,23.93,23.44,31021
23.24,23.54,23.73,23.93,23.44,31059
23.34,23.44,23.83,24.12,23.24,31097
23.24,23.34,23.73,24.02,23.24,31136
23.44,23.34,23.83,23.83,23.34,31174
23.24,23.34,23.73,24.02,23.44,31213
23.24,23.34,23.83,23.93,23.34,31252
23.34,23.24,23.83,24.02,23.24,31290
23.34,23.34,23.73,24.02,23.24,31329
23.34,23.24,23.83,23.83,23.34,31367
23.24,23.44,23.73,24.02,23.54,31406
23.34,23.24,23.73,23.93,23.44,31444
23.34,23.44,23.73,23.93,23.34,31482
23.34,23.34,23.83,23.93,23.34,31521
23.34,23.34,23.83,23.93,23.24,31559
23.34,23.24,23.73,23.83,23.54,31598
23.44,23.34,23.73,24.02,23.24,31636
23.44,23.34,23.83,23.93,23.34,31675
23.54,23.24,23.73,24.02,23.24,31714
23.34,23.24,23.73,23.93,23.24,31752
23.54,23.44,23.73,23.83,23.34,31791
23.44,23.34,23.83,24.02,23.24,31828
23.34,23.34,23.73,23.93,23.34,31867
23.34,23.24,23.93,24.02,23.54,31905
23.34,23.44,23.83,23.83,23.34,31944
23.34,23.44,23.83,23.93,23.24,31983
23.44,23.34,02,23.34,38871
222,23.24,38755
