A1,A2,A3,A4,A5,time 
23.63,24.02,26.17,29.3,34.86,223872.0
23.54,24.02,25.98,29.49,34.96,223910.0
23.54,24.12,26.07,29.3,34.96,223950.0
23.54,24.02,26.17,29.3,34.86,223989.0
23.54,24.22,26.07,29.39,34.86,224029.0
23.44,24.12,26.17,29.49,34.86,224069.0
23.44,24.02,26.17,29.2,34.86,224108.0
23.34,24.22,26.17,29.2,34.96,224148.0
23.54,24.22,26.07,29.39,34.77,224187.0
23.54,24.12,26.17,29.3,34.77,224227.0
23.24,24.02,25.98,29.1,34.96,224266.0
23.44,24.12,26.07,29.3,34.77,224306.0
23.54,24.12,26.17,29.39,34.86,224346.0
23.54,23.93,26.17,29.3,34.77,224385.0
23.44,24.12,26.17,29.3,34.77,224424.0
23.54,24.02,26.17,29.3,34.86,224463.0
23.63,24.02,26.17,29.39,34.86,224503.0
23.44,24.02,26.27,29.3,34.96,224543.0
23.34,24.02,26.17,29.2,34.86,224582.0
23.54,24.02,26.17,29.3,34.86,224622.0
23.63,24.02,26.07,29.39,34.86,224661.0
23.44,23.93,26.17,29.2,34.86,224701.0
23.34,23.93,26.17,29.2,34.86,224741.0
23.54,24.02,26.17,29.3,34.96,224780.0
23.63,24.12,26.17,29.1,34.86,224820.0
23.54,24.12,26.17,29.39,34.96,224859.0
23.34,23.93,26.07,29.3,34.86,224899.0
23.54,24.02,26.07,29.3,34.96,224939.0
23.63,24.12,25.98,29.49,34.96,224977.0
23.44,24.22,26.17,29.2,34.86,225017.0
23.54,24.12,26.07,29.3,34.86,225056.0
23.63,23.93,26.07,29.3,34.86,225096.0
23.54,24.12,26.17,29.3,34.96,225136.0
23.44,24.02,26.17,29.3,34.86,225175.0
23.54,24.02,26.17,29.3,34.77,225215.0
23.54,24.12,26.17,29.39,34.77,225254.0
23.34,24.12,26.17,29.2,34.86,225294.0
23.44,23.83,26.27,29.3,34.77,225334.0
23.54,24.22,26.17,29.49,34.86,225373.0
23.34,24.12,26.17,29.3,34.96,225413.0
23.63,24.12,26.17,29.3,34.96,225452.0
23.34,24.12,26.17,29.3,34.86,225491.0
23.54,24.02,26.17,29.2,34.86,225530.0
23.63,24.02,26.17,29.39,34.96,225570.0
23.54,24.12,26.27,29.3,34.96,225610.0
23.34,24.22,26.17,29.39,34.96,225649.0
23.63,24.12,26.17,29.3,34.96,225689.0
23.73,24.12,26.27,29.39,34.96,225728.0
23.44,24.22,26.27,29.39,34.96,225768.0
23.44,24.02,26.17,29.3,34.86,225808.0
23.54,24.12,26.17,29.3,34.96,225847.0
23.44,24.02,26.17,29.39,34.86,225887.0
23.54,24.02,26.07,29.39,34.96,225926.0
23.63,24.02,26.07,29.39,34.86,225966.0
23.63,24.22,26.27,29.39,34.96,226006.0
23.54,24.12,26.37,29.3,34.96,226044.0
23.54,24.12,26.17,29.39,34.86,226084.0
23.63,24.12,26.17,29.39,34.77,226123.0
23.44,24.02,26.17,29.3,34.96,226163.0
23.63,24.12,26.17,29.49,34.96,226203.0
23.54,24.22,26.17,29.3,34.86,226242.0
23.54,24.12,26.17,29.3,34.86,226282.0
23.54,24.22,26.27,29.3,34.86,226321.0
23.63,24.12,26.17,29.3,34.96,226361.0
23.54,24.12,26.17,29.49,34.96,226401.0
23.63,24.02,26.17,29.3,34.96,226440.0
23.63,24.12,26.17,29.3,34.96,226480.0
23.44,24.12,26.27,29.39,34.96,226519.0
23.44,24.22,26.17,29.49,34.96,226558.0
23.73,24.22,26.17,29.3,34.96,226598.0
23.54,24.22,26.27,29.59,35.16,233158.0
23.63,24.22,26.27,29.59,35.25,233198.0
23.63,24.22,26.27,29.59,35.16,233237.0
23.73,24.22,26.37,29.59,35.25,233277.0
23.63,24.22,26.27,29.59,35.06,233316.0
23.54,24.22,26.27,29.59,35.06,233356.0
23.73,24.32,26.37,29.59,34.96,233396.0
23.54,24.12,26.46,29.59,35.25,233435.0
23.54,24.22,26.37,29.49,35.06,233475.0
23.73,24.22,26.37,29.49,35.06,233513.0
23.63,24.12,26.27,29.59,35.16,233553.0
23.63,24.12,26.17,29.59,35.16,233593.0
23.63,24.22,26.46,29.39,35.16,233632.0
23.63,24.22,26.37,29.59,35.25,233672.0
23.54,24.22,26.27,29.59,35.16,233711.0
23.63,24.12,26.37,29.59,35.25,233751.0
23.63,24.22,26.46,29.59,35.16,233791.0
23.73,24.22,26.37,29.59,35.06,233830.0
23.63,24.22,26.37,29.49,35.35,233870.0
23.63,24.22,26.27,29.59,35.16,233909.0
23.63,24.22,26.46,29.59,34.96,233949.0
23.54,24.22,26.37,29.59,35.06,233989.0
23.73,24.22,26.56,29.59,34.96,234028.0
23.73,24.22,26.37,29.59,35.06,234067.0
23.63,24.22,26.56,29.59,35.25,234106.0
23.63,24.32,26.37,29.59,35.16,234146.0
23.63,24.22,26.27,29.59,34.96,234186.0
23.63,24.22,26.27,29.49,35.16,234225.0
23.34,24.12,26.27,29.59,35.16,234265.0
23.63,24.22,26.27,29.49,35.16,234304.0
23.73,24.22,26.56,29.59,35.16,234344.0
23.73,24.22,26.56,29.59,34.96,234383.0
23.44,24.22,26.46,29.59,35.16,234423.0
23.54,24.22,26.37,29.59,35.16,234463.0
23.73,24.22,26.37,29.59,35.16,234502.0
23.63,24.12,26.66,29.59,35.16,234542.0
23.63,24.32,26.46,29.59,35.06,234580.0
23.54,24.22,26.37,29.59,35.35,234620.0
23.63,24.22,26.37,29.59,35.25,234660.0
23.63,24.22,26.46,29.59,35.06,234699.0
23.54,24.22,26.27,29.49,35.06,234739.0
23.54,24.22,26.37,29.59,35.06,234778.0
23.73,24.22,26.46,29.59,35.16,234818.0
23.54,24.32,26.27,29.59,35.06,234858.0
23.54,24.22,26.37,29.49,35.16,234897.0
23.54,24.32,26.37,29.59,35.35,234937.0
23.73,24.22,26.27,29.59,35.06,234976.0
23.54,24.22,26.37,29.69,35.06,235016.0
23.54,24.32,26.56,29.59,35.25,235056.0
23.63,24.22,26.46,29.59,35.35,235095.0
23.73,24.32,26.37,29.69,35.06,235134.0
23.73,24.22,26.37,29.49,35.16,235173.0
23.73,24.22,26.27,29.59,34.96,235213.0
23.63,24.22,26.37,29.59,35.16,235253.0
23.54,24.22,26.37,29.59,35.06,235292.0
23.54,24.22,26.37,29.59,35.25,235332.0
23.54,24.32,26.17,29.49,35.06,235371.0
23.63,24.22,26.56,29.59,35.16,235411.0
23.63,24.22,26.46,29.59,35.25,235451.0
23.63,24.22,26.37,29.39,35.25,235490.0
23.73,24.22,26.46,29.59,34.96,235530.0
23.73,24.22,26.46,29.69,35.06,235569.0
23.73,24.22,26.46,29.59,35.16,235609.0
23.73,24.22,26.46,29.59,35.25,235648.0
23.63,24.22,26.27,29.59,34.96,235687.0
23.73,24.22,26.66,29.59,35.25,235727.0
23.73,24.32,26.37,29.59,35.16,235766.0
23.54,24.22,26.27,29.59,35.25,235806.0
23.54,24.22,26.37,29.49,35.25,235845.0
23.73,24.22,26.27,29.69,35.25,235885.0
23.73,24.22,26.46,29.59,35.06,235925.0
23.73,24.22,26.37,29.49,35.16,235964.0
23.73,24.22,26.37,29.59,35.45,236004.0
23.73,24.22,26.46,29.69,35.25,236043.0
23.73,24.22,26.37,29.59,35.25,236083.0
23.63,24.22,26.46,29.49,35.25,236123.0
23.54,24.22,26.46,29.59,35.16,236162.0
23.73,24.22,26.46,29.59,35.35,236201.0
23.54,24.22,26.27,29.49,35.25,236240.0
23.63,24.22,26.27,29.59,35.16,236280.0
23.63,24.22,26.27,29.59,35.16,236320.0
23.83,24.22,26.37,29.69,35.06,236359.0
23.63,24.22,26.46,29.59,35.25,236399.0
23.63,24.22,26.46,29.59,35.35,236438.0
23.63,24.22,26.37,29.69,35.06,236478.0
23.63,24.22,26.27,29.59,35.25,236518.0
23.54,24.22,26.46,29.59,35.25,236557.0
23.63,24.22,26.37,29.59,34.96,236597.0
23.73,24.22,26.37,29.69,35.16,236636.0
23.63,24.12,26.46,29.59,35.16,236676.0
23.73,24.22,26.37,29.59,35.06,236716.0
23.54,24.22,26.37,29.59,35.16,236754.0
23.63,24.22,26.56,29.49,35.35,236794.0
23.73,24.22,26.37,29.59,35.16,236833.0
23.54,24.22,26.46,29.69,35.16,236873.0
23.54,24.22,26.56,29.59,35.35,236912.0
23.63,24.22,26.37,29.69,35.06,236952.0
23.73,24.22,26.46,29.59,35.25,236992.0
23.54,24.22,26.37,29.59,35.16,237031.0
23.44,24.22,26.56,29.59,35.25,237071.0
23.73,24.22,26.46,29.69,35.25,237110.0
23.63,24.22,26.56,29.59,35.25,237150.0
23.54,24.22,26.46,29.59,35.35,237190.0
23.73,24.22,26.37,29.59,35.25,237229.0
23.73,24.32,26.56,29.59,35.06,237268.0
23.63,24.22,26.37,29.59,35.16,237307.0
23.63,24.12,26.56,29.69,35.16,237347.0
23.54,24.22,26.37,29.69,35.25,237387.0
23.63,24.22,26.46,29.59,35.25,237426.0
23.73,24.22,26.56,29.59,35.25,237466.0
23.63,24.22,26.37,29.69,35.25,237505.0
23.63,24.32,26.27,29.69,35.16,237545.0
23.54,24.32,26.37,29.69,35.35,237585.0
23.63,24.22,26.37,29.59,35.16,237624.0
23.63,24.22,26.46,29.59,35.16,237664.0
23.63,24.22,26.46,29.59,35.25,237703.0
23.73,24.22,26.46,29.59,35.25,237743.0
23.73,24.22,26.56,29.79,35.25,237783.0
23.44,24.32,26.17,29.69,35.35,237821.0
23.73,24.22,26.56,29.59,35.25,237861.0
23.73,24.22,26.46,29.59,35.25,237900.0
23.63,24.32,26.46,29.69,35.25,237940.0
23.54,24.22,26.37,29.59,35.25,237980.0
23.54,24.32,26.46,29.59,35.16,238019.0
23.73,24.22,26.56,29.59,35.25,238059.0
23.73,24.32,26.46,29.59,35.16,238098.0
23.63,24.22,26.56,29.69,35.25,238138.0
23.73,24.22,26.27,29.59,35.16,238177.0
23.73,24.22,26.46,29.69,35.25,238217.0
23.54,24.22,26.56,29.59,35.25,238257.0
23.34,24.32,26.37,29.59,35.45,238296.0
23.73,24.22,26.46,29.79,35.16,238336.0
23.73,24.22,26.56,29.69,35.16,238374.0
23.63,24.22,26.56,29.59,35.25,238414.0
23.63,24.22,26.56,29.59,35.25,238454.0
23.63,24.32,26.46,29.59,35.35,238493.0
23.54,24.22,26.66,29.59,35.35,238533.0
23.54,24.22,26.46,29.59,35.25,238572.0
23.54,24.32,26.46,29.69,35.25,238612.0
23.63,24.22,26.46,29.69,35.35,238652.0
23.63,24.22,26.46,29.59,35.35,238691.0
23.54,24.22,26.46,29.79,35.25,238731.0
23.54,24.32,26.46,29.59,35.25,238770.0
23.73,24.22,26.56,29.69,35.25,238810.0
23.54,24.22,26.66,29.59,35.35,238850.0
23.63,24.22,26.37,29.69,35.16,238888.0
23.73,24.22,26.46,29.59,35.25,238928.0
23.73,24.22,26.56,29.69,35.16,238967.0
23.54,24.32,26.46,29.59,35.35,239007.0
23.63,24.22,26.56,29.49,35.25,239047.0
23.54,24.32,26.46,29.59,35.25,239086.0
23.63,24.22,26.56,29.69,35.25,239126.0
23.63,24.22,26.46,29.59,35.25,239165.0
23.54,24.22,26.46,29.69,35.25,239205.0
23.54,24.22,26.56,29.59,35.35,239245.0
23.83,24.22,26.56,29.59,35.25,239284.0
23.63,24.22,26.56,29.59,35.35,239324.0
23.54,24.22,26.56,29.59,35.35,239363.0
23.63,24.22,26.46,29.69,35.16,239403.0
23.73,24.22,26.46,29.79,35.16,239441.0
23.44,24.22,26.56,29.69,35.25,239481.0
23.63,24.22,26.56,29.59,35.25,239521.0
23.73,24.32,26.46,29.59,35.06,239560.0
23.63,24.22,26.37,29.69,35.35,239600.0
23.73,24.22,26.27,29.69,35.25,239639.0
23.54,24.22,26.46,29.59,35.45,239679.0
23.54,24.22,26.56,29.69,35.35,239719.0
23.73,24.22,26.56,29.59,35.35,239758.0
23.63,24.22,26.56,29.69,35.25,239798.0
23.44,24.22,26.27,29.69,35.25,239837.0
23.73,24.32,26.56,29.69,35.45,239877.0
23.63,24.22,26.56,29.69,35.25,239917.0
23.63,24.22,26.56,29.59,35.25,239955.0
23.63,24.22,26.46,29.59,35.45,239995.0
23.73,24.32,26.56,29.69,35.25,240034.0
23.54,24.22,26.37,29.69,35.25,240074.0
23.54,24.22,26.56,29.69,35.25,240114.0
23.73,24.22,26.46,29.69,35.35,240153.0
23.73,24.22,26.46,29.79,35.35,240193.0
23.44,24.32,26.46,29.69,35.16,240232.0
23.63,24.22,26.46,29.69,35.35,240272.0
23.73,24.22,26.56,29.69,35.25,240312.0
23.63,24.22,26.56,29.59,35.35,240351.0
23.73,24.22,26.66,29.59,35.45,240391.0
23.63,24.22,26.46,29.69,35.25,240430.0
23.63,24.22,26.46,29.59,35.16,240470.0
23.73,24.32,26.56,29.69,35.35,240509.0
23.63,24.41,26.56,29.69,35.45,240548.0
23.44,24.22,26.56,29.79,35.25,240588.0
23.63,24.22,26.46,29.79,35.16,240627.0
23.73,24.22,26.46,29.69,35.45,240667.0
23.73,24.22,26.56,29.59,35.35,240706.0
23.54,24.22,26.37,29.59,35.35,240746.0
23.73,24.22,26.27,29.69,35.45,240786.0
23.54,24.32,26.66,29.59,35.45,240825.0
23.54,24.22,26.46,29.69,35.35,240865.0
23.63,24.22,26.37,29.69,35.35,240904.0
23.83,24.22,26.56,29.69,35.45,240944.0
23.63,24.22,26.46,29.79,35.25,240984.0
23.73,24.22,26.46,29.79,35.25,241022.0
23.73,24.22,26.66,29.59,35.25,241062.0
23.63,24.22,26.56,29.59,35.35,241101.0
23.63,24.22,26.56,29.69,35.35,241141.0
23.63,24.32,26.56,29.69,35.35,241181.0
23.63,24.22,26.56,29.79,35.35,241220.0
23.73,24.22,26.37,29.79,35.16,241260.0
23.54,24.32,26.56,29.88,35.35,241299.0
23.54,24.22,26.56,29.59,35.25,241339.0
23.73,24.22,26.46,29.69,35.35,241379.0
23.73,24.32,26.46,29.69,35.35,241418.0
23.63,24.22,26.56,29.69,35.35,241458.0
23.54,24.22,26.66,29.59,35.35,241497.0
23.73,24.32,26.56,29.69,35.35,241537.0
23.73,24.22,26.46,29.79,35.45,241576.0
23.73,24.22,26.66,29.79,35.45,241615.0
23.73,24.22,26.56,29.69,35.45,241655.0
23.54,24.22,26.56,29.69,35.45,241694.0
23.73,24.22,26.66,29.69,35.45,241734.0
23.63,24.22,26.56,29.69,35.25,241774.0
23.54,24.22,26.37,29.59,35.45,241813.0
23.63,24.41,26.56,29.59,35.45,241853.0
23.83,24.32,26.66,29.79,35.35,241892.0
23.54,24.22,26.66,29.88,35.35,241932.0
23.54,24.22,26.37,29.69,35.35,241971.0
23.73,24.22,26.56,29.79,35.35,242011.0
23.63,24.22,26.66,29.79,35.45,242051.0
23.44,24.22,26.56,29.59,35.35,242089.0
23.63,24.22,26.56,29.69,35.45,242129.0
23.54,24.22,26.56,29.79,35.35,242168.0
23.63,24.22,26.66,29.88,35.35,242208.0
23.63,24.22,26.56,29.69,35.55,242248.0
23.63,24.32,26.66,29.59,35.35,242287.0
23.63,24.32,26.66,29.79,35.45,242327.0
23.83,24.22,26.46,29.79,35.45,242366.0
23.63,24.22,26.56,29.79,35.45,242406.0
23.73,24.32,26.56,29.88,35.25,242446.0
23.54,24.32,26.46,29.88,35.45,242485.0
23.63,24.22,26.56,29.98,35.35,242525.0
23.63,24.22,26.66,29.69,35.45,242564.0
23.63,24.32,26.56,29.79,35.45,242604.0
23.63,24.22,26.46,29.88,35.35,242643.0
23.63,24.22,26.66,29.69,35.45,242682.0
23.63,24.22,26.66,29.59,35.35,242722.0
23.63,24.22,26.66,29.59,35.45,242761.0
23.73,24.32,26.66,29.98,35.25,242801.0
23.73,24.32,26.56,29.79,35.45,242841.0
23.73,24.32,26.37,29.88,35.45,242880.0
23.63,24.22,26.56,29.79,35.45,242920.0
23.63,24.32,26.46,29.88,35.45,242959.0
23.73,24.22,26.46,29.79,35.45,242999.0
23.63,24.22,26.66,29.69,35.45,243039.0
23.63,24.41,26.46,29.79,35.45,243078.0
23.73,24.22,26.66,29.88,35.45,243118.0
23.73,24.22,26.46,29.88,35.25,243156.0
23.63,24.32,26.56,29.79,35.35,243196.0
23.73,24.22,26.76,29.59,35.55,243235.0
23.73,24.22,26.66,29.79,35.35,243275.0
23.63,24.22,26.66,29.69,35.35,243315.0
23.54,24.41,26.66,29.79,35.45,243354.0
23.63,24.22,26.56,29.79,35.35,243394.0
23.73,24.32,26.66,29.79,35.45,243433.0
23.73,24.22,26.66,29.59,35.45,243473.0
23.73,24.22,26.76,29.88,35.35,243513.0
23.63,24.32,26.56,29.88,35.45,243552.0
23.63,24.32,26.56,29.69,35.45,243592.0
23.73,24.32,26.66,29.79,35.45,243631.0
23.63,24.22,26.46,29.69,35.35,243671.0
23.73,24.41,26.56,29.88,35.45,243710.0
23.73,24.41,26.66,29.69,35.55,243749.0
23.63,24.22,26.66,29.69,35.25,243789.0
23.73,24.41,26.56,29.88,35.45,243828.0
23.63,24.22,26.66,29.79,35.45,243868.0
23.73,24.32,26.56,29.88,35.45,243908.0
23.63,24.22,26.56,29.69,35.45,243947.0
23.54,24.41,26.56,29.79,35.45,243987.0
23.63,24.32,26.66,29.88,35.45,244026.0
23.73,24.32,26.56,29.79,35.45,244066.0
23.63,24.32,26.66,29.59,35.45,244106.0
23.73,24.32,26.66,29.98,35.45,244145.0
23.83,24.32,26.66,29.98,35.45,244185.0
23.73,24.32,26.66,29.79,35.45,244224.0
23.73,24.22,26.66,29.69,35.45,244263.0
23.73,24.22,26.46,29.98,35.45,244303.0
23.63,24.22,26.56,29.98,35.45,244342.0
23.73,24.22,26.66,29.79,35.45,244382.0
23.63,24.22,26.66,29.88,35.55,244421.0
23.83,24.51,26.66,30.08,35.84,250982.0
23.73,24.32,26.76,30.08,35.94,251021.0
23.73,24.32,26.66,29.98,35.84,251061.0
23.83,24.51,26.76,30.08,35.84,251101.0
23.73,24.32,26.76,30.08,35.55,251140.0
23.73,24.51,26.66,29.98,35.74,251180.0
23.54,24.41,26.76,30.08,35.84,251218.0
23.83,24.51,26.76,30.08,35.74,251258.0
23.73,24.51,26.66,30.08,35.64,251298.0
23.73,24.32,26.66,29.88,35.84,251337.0
23.73,24.41,26.76,30.08,35.64,251377.0
23.63,24.41,26.76,29.98,35.74,251416.0
23.63,24.41,26.66,29.98,35.84,251456.0
23.83,24.41,26.76,30.08,35.64,251496.0
23.73,24.61,26.76,29.98,35.94,251535.0
23.73,24.32,26.76,30.08,35.84,251575.0
23.73,24.41,26.76,30.08,35.94,251614.0
23.83,24.51,26.66,29.98,35.64,251654.0
23.54,24.51,26.66,30.08,35.84,251694.0
23.73,24.61,26.76,30.08,35.55,251732.0
23.73,24.41,26.66,30.08,35.74,251772.0
23.73,24.51,26.95,30.08,35.74,251811.0
23.83,24.41,26.86,29.98,35.84,251851.0
23.73,24.41,26.76,29.98,35.74,251891.0
23.83,24.41,26.76,30.08,35.74,251930.0
23.73,24.51,26.76,29.98,35.84,251970.0
23.73,24.61,26.76,29.98,35.94,252009.0
23.73,24.22,26.86,29.98,35.74,252049.0
23.73,24.41,26.76,29.98,35.55,252088.0
23.83,24.51,26.76,30.08,35.74,252128.0
23.83,24.51,26.66,29.98,35.74,252168.0
23.63,24.32,26.66,30.08,35.64,252207.0
23.73,24.41,26.76,29.98,35.74,252247.0
23.73,24.51,26.76,29.88,35.74,252285.0
23.63,24.32,26.66,29.88,35.74,252325.0
23.63,24.51,26.66,30.08,35.84,252365.0
23.73,24.22,26.66,29.88,35.94,252404.0
23.73,24.61,26.86,29.98,35.74,252444.0
23.63,24.51,26.66,29.98,35.74,252483.0
23.63,24.41,26.76,29.98,35.55,252523.0
23.73,24.51,26.66,30.08,35.74,252563.0
23.73,24.51,26.66,29.98,35.64,252602.0
23.73,24.41,26.66,30.08,35.84,252642.0
23.73,24.32,26.76,29.98,35.64,252681.0
23.73,24.51,26.66,30.08,35.74,252721.0
23.83,24.41,26.76,30.08,35.84,252761.0
23.73,24.51,26.66,29.98,35.64,252800.0
23.63,24.41,26.76,30.08,35.74,252839.0
23.73,24.32,26.76,29.79,35.64,252878.0
23.63,24.51,26.66,30.08,35.64,252918.0
23.73,24.51,26.76,29.98,35.64,252958.0
23.73,24.41,26.66,29.98,35.45,252997.0
23.73,24.32,26.66,30.08,35.74,253037.0
23.73,24.22,26.76,29.98,35.84,253076.0
23.73,24.32,26.66,30.08,35.74,253116.0
23.73,24.41,26.66,29.88,35.64,253156.0
23.73,24.41,26.86,30.18,35.64,253195.0
23.73,24.71,26.66,30.08,35.64,253235.0
23.73,24.41,26.76,30.08,35.84,253274.0
23.73,24.51,26.86,30.08,35.84,253314.0
23.73,24.51,26.86,30.08,35.64,253352.0
23.73,24.51,26.66,30.08,35.64,253392.0
23.73,24.51,26.66,29.98,35.74,253432.0
23.63,24.41,26.76,30.08,35.74,253471.0
23.83,24.41,26.66,30.08,35.74,253511.0
23.83,24.51,26.76,30.08,35.74,253550.0
23.63,24.71,26.66,30.08,35.94,253590.0
23.73,24.51,26.86,30.08,35.74,253630.0
23.73,24.51,26.76,29.98,35.74,253669.0
23.73,24.51,26.76,30.08,35.74,253709.0
23.73,24.41,26.66,29.98,35.74,253748.0
23.73,24.41,26.66,30.08,35.84,253788.0
23.83,24.61,26.86,30.08,35.74,253828.0
23.73,24.41,26.66,30.08,35.55,253867.0
23.73,24.41,26.76,29.98,35.74,253906.0
23.83,24.51,26.66,30.08,35.84,253945.0
23.73,24.41,26.76,29.98,35.84,253985.0
23.73,24.51,26.76,30.08,35.74,254025.0
23.73,24.51,26.66,30.08,35.74,254064.0
23.73,24.61,26.76,30.08,35.64,254104.0
23.83,24.51,26.95,30.08,35.84,254143.0
23.73,24.32,26.66,30.08,35.74,254183.0
23.73,24.61,26.76,30.08,35.84,254223.0
23.83,24.41,26.76,30.18,35.74,254262.0
23.73,24.61,26.86,29.98,35.84,254302.0
23.73,24.51,26.66,30.08,35.74,254341.0
23.73,24.51,26.86,30.08,35.84,254381.0
23.73,24.41,26.76,29.98,35.84,254420.0
23.73,24.51,26.76,30.08,35.84,254459.0
23.73,24.41,26.76,29.98,35.94,254499.0
23.73,24.41,26.76,30.08,35.74,254538.0
23.73,24.51,26.66,30.08,35.94,254578.0
23.73,24.61,26.66,30.08,35.84,254617.0
23.73,24.41,26.76,29.98,35.84,254657.0
23.73,24.51,26.86,29.98,35.74,254697.0
23.73,24.51,26.86,29.98,35.84,254736.0
23.73,24.41,26.76,30.08,35.94,254776.0
23.73,24.41,26.66,30.08,35.94,254815.0
23.73,24.61,26.86,30.08,35.84,254855.0
23.73,24.61,26.66,29.98,35.94,254895.0
23.83,24.32,26.76,30.08,35.74,254934.0
23.73,24.41,26.76,30.08,35.84,254973.0
23.73,24.51,26.86,30.08,35.74,255012.0
23.83,24.61,26.76,30.18,35.84,255052.0
23.73,24.51,26.76,30.08,35.84,255092.0
23.73,24.41,26.66,30.08,35.74,255131.0
23.73,24.41,26.76,30.08,35.84,255171.0
23.83,24.51,26.86,30.08,35.84,255210.0
23.73,24.51,26.76,30.08,35.64,255250.0
23.73,24.51,26.86,30.08,35.84,255290.0
23.73,24.61,26.86,30.08,35.74,255329.0
23.73,24.51,26.76,30.08,35.84,255369.0
23.73,24.32,26.76,29.98,35.84,255408.0
23.73,24.61,26.95,30.08,35.84,255448.0
23.83,24.61,26.86,30.08,35.84,255488.0
23.73,24.41,26.66,30.08,35.94,255526.0
23.73,24.51,26.66,29.98,35.94,255566.0
23.83,24.51,26.86,30.08,35.74,255605.0
23.93,24.32,26.66,30.08,35.74,255645.0
23.73,24.32,26.76,30.18,35.94,255685.0
23.83,24.51,26.86,30.08,35.94,255724.0
23.73,24.51,26.86,30.08,35.94,255764.0
23.83,24.61,26.86,30.18,35.94,255803.0
23.73,24.51,26.76,30.08,35.94,255843.0
23.73,24.41,26.66,30.18,35.74,255882.0
23.83,24.51,26.76,29.98,35.74,255922.0
23.83,24.51,26.86,30.08,35.84,255962.0
23.63,24.51,26.86,30.18,35.94,256001.0
23.73,24.51,26.86,30.08,35.94,256040.0
23.73,24.41,26.76,29.98,35.84,256079.0
23.83,24.51,26.95,30.08,35.94,256119.0
23.73,24.51,26.76,30.08,35.84,256159.0
23.73,24.51,26.76,30.08,35.94,256198.0
23.83,24.61,26.76,30.08,35.74,256238.0
23.73,24.41,26.66,30.18,35.94,256277.0
23.73,24.71,26.95,30.08,35.94,256317.0
23.73,24.61,26.76,30.08,35.84,256357.0
23.73,24.71,26.76,30.08,35.94,256396.0
23.73,24.61,26.76,30.08,35.84,256436.0
23.63,24.51,26.95,30.08,35.84,256475.0
23.73,24.51,26.86,30.08,35.84,256515.0
23.83,24.41,26.86,30.08,35.84,256555.0
23.73,24.71,26.86,30.18,35.84,256593.0
23.73,24.61,26.76,30.08,35.84,256633.0
23.73,24.41,26.76,30.08,35.84,256672.0
23.73,24.41,26.95,30.18,35.94,256712.0
23.73,24.61,26.76,30.18,35.94,256752.0
23.73,24.41,26.95,30.08,35.94,256791.0
23.73,24.41,26.76,30.18,35.74,256831.0
23.83,24.51,26.76,30.08,35.94,256870.0
23.83,24.41,26.95,29.98,35.84,256910.0
23.83,24.51,26.86,30.08,35.84,256950.0
23.73,24.61,26.86,30.18,35.84,256989.0
23.73,24.61,26.86,30.18,35.94,257029.0
23.73,24.51,26.86,30.08,35.84,257068.0
23.73,24.51,26.95,30.08,35.94,257107.0
23.73,24.61,26.76,30.08,35.84,257146.0
23.73,24.71,26.76,30.08,35.94,257186.0
23.73,24.51,26.95,30.08,35.84,257226.0
23.73,24.51,26.95,30.08,35.84,257265.0
23.73,24.41,26.95,30.08,35.94,257305.0
23.83,24.51,26.95,30.08,35.94,257344.0
23.73,24.61,26.66,30.08,35.94,257384.0
23.63,24.61,26.66,30.08,35.94,257424.0
23.73,24.51,26.86,30.27,35.84,257463.0
23.73,24.61,26.76,30.18,35.74,257503.0
23.73,24.51,26.86,30.08,35.94,257542.0
23.83,24.51,26.86,30.08,35.84,257582.0
23.83,24.71,26.95,30.08,36.04,257622.0
23.73,24.61,26.95,29.98,35.94,257660.0
23.73,24.41,26.66,30.18,35.84,257700.0
23.73,24.51,26.86,30.08,35.84,257739.0
23.73,24.51,26.95,30.08,35.94,257779.0
23.83,24.41,26.86,30.18,35.84,257819.0
23.73,24.61,26.76,29.98,35.94,257858.0
23.83,24.32,26.76,30.18,35.94,257898.0
23.73,24.71,26.95,30.08,35.94,257937.0
23.83,24.51,27.05,30.08,35.94,257977.0
23.93,24.41,26.95,30.18,36.04,258017.0
23.73,24.51,26.86,30.08,35.84,258056.0
23.83,24.51,26.86,30.08,35.94,258096.0
23.83,24.61,26.86,30.18,35.94,258135.0
23.63,24.41,26.86,30.27,35.84,258174.0
23.83,24.61,26.86,30.18,35.94,258214.0
23.73,24.51,26.86,30.37,35.84,258253.0
23.73,24.61,26.86,30.18,35.94,258293.0
23.73,24.51,26.76,30.08,35.84,258332.0
23.93,24.41,27.05,30.18,35.94,258372.0
23.73,24.61,26.86,30.37,35.94,258411.0
23.73,24.61,26.86,30.08,35.94,258451.0
23.73,24.71,27.05,30.18,35.94,258491.0
23.73,24.71,26.86,30.18,35.84,258530.0
23.83,24.51,26.95,30.08,35.94,258570.0
23.83,24.61,26.95,30.18,35.94,258609.0
23.63,24.71,26.86,30.08,35.74,258649.0
23.73,24.61,26.86,30.18,35.94,258689.0
23.73,24.61,26.76,30.27,35.94,258727.0
23.73,24.61,26.95,30.18,35.74,258767.0
23.73,24.51,26.76,30.08,35.94,258806.0
23.93,24.61,26.95,30.27,35.94,258846.0
23.93,24.61,26.95,30.18,36.04,258886.0
23.63,24.61,26.66,30.27,35.94,258925.0
23.73,24.51,27.15,30.27,35.94,258965.0
